idJson,site,title,description,analysis_date,possible_false_positive,provide_api_reference,provide_metadata,provide_descriptive_metadata,provide_data_license_information,provide_data_provenance_information,provide_a_version_indicator,gather_feedback_from_data_consumers,provide_bulk_download,provide_data_up_to_date,use_persistent_URIs_as_identifiers_of_datasets,use_machine_readable_standardized_data_formats,provide_data_in_multiple_formats,cite_the_original_publication
1684,https://dados.es.gov.br/dataset?tags=Etapa,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1685,https://dados.es.gov.br/dataset?groups=adm&tags=arrecada%C3%A7%C3%A3o,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1686,https://dados.es.gov.br/dataset?_res_format_limit=0&page=6,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1687,https://dados.es.gov.br/dataset?res_format=JSON&_res_format_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1688,https://dados.es.gov.br/dataset?tags=parcerias,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1689,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/e7483a47-4471-4f34-9689-0eb26c0e3888,[Portal da Transparencia] Pessoal  DiariasJetons-2021.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1690,https://dados.es.gov.br/dataset/groups/dicionario-de-dados,Dicionario de Dados  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1691,https://dados.es.gov.br/dataset?tags=arrecada%C3%A7%C3%A3o&organization=sefaz-secretaria-de-estado-da-fazenda,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1692,https://dados.es.gov.br/dataset?groups=saude&_res_format_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1693,https://dados.es.gov.br/dataset/relacao-de-convenios-federais-vigentes,Relacao de Convenios Federais Vigentes  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,0,0,1,1,0,1,0,1,1,0
1694,https://dados.es.gov.br/dataset?groups=adm&_tags_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1695,https://dados.es.gov.br/dataset?res_format=PDF&organization=aderes,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1696,https://dados.es.gov.br/dataset?_res_format_limit=0&page=2,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1697,https://dados.es.gov.br/dataset/doencas-e-agravos-de-notificacao/resource/56268aac-a5a0-44b7-9b3a-ef8073770411,Doencas e Agravos de Notificacao  Intoxicacoes Exogenas - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,0,0
1698,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/0a05ebb9-d6ea-47b1-a9a9-d3b18d6bd44b,[Portal da Transparencia] Patrimonio  Patrimonios-2011.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1699,https://dados.es.gov.br/dataset/activity/metas-nossocredito,Fluxo de Atividades - Metas NOSSOCREDITO  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1700,https://dados.es.gov.br/dataset?organization=sesp-secretaria-de-estado-da-seguranca-publica-e-defesa-social,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1701,https://dados.es.gov.br/dataset/qualidade/resource/a27de7e9-9c92-4bc3-8463-96b88bc86407,Qualidade  Servico de Descontaminacao - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
1702,https://dados.es.gov.br/dataset?tags=Desenvolvimento+Urbano+e+Regional&res_format=XLSX,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1703,https://dados.es.gov.br/dataset/previdencia/resource/918505d2-694f-4384-9b80-0f4df75d5f1c,[TCEES] Previdencia - Controle Externo TCE-ES  Resultado Atuarial - IPAM - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
1704,https://dados.es.gov.br/dataset/doencas-e-agravos-de-notificacao/resource/9c54f9d3-981c-4d97-b770-1bde1bf02c55,Doencas e Agravos de Notificacao  Criancas expostas ao HIV - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,0,0
1705,https://dados.es.gov.br/dataset/analise-territorial-da-saude,Analise Territorial da Saude  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,1,0
1706,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/978e780f-427b-4ed4-a54e-f0c32620eadf,[Portal da Transparencia] Patrimonio  Patrimonios-1900.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1707,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/21d56e8a-f3ff-4bc1-a05c-9775acf9688f,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  RestosAPagar-2008.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1708,https://dados.es.gov.br/dataset/groups/parque-tematico,Prestadores de Servicos Turisticos - Parques Tematicos  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1709,https://dados.es.gov.br/dataset/portal-da-transparencia-fluxo-de-veiculos-rodosol/resource/be244972-a13e-4b0f-a1f2-bced9d5f4b01,[Portal da Transparencia] Fluxo de veiculos - Rodosol  FluxoVeiculosRodosol-2020.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1710,https://dados.es.gov.br/dataset/activity/resultados-de-fiscalizacoes-do-tcees,Fluxo de Atividades - [TCEES] Resultados de Fiscalizacoes - Controle Externo TCE-ES  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1711,https://dados.es.gov.br/dataset/portal-da-transparencia-contratos/resource/fdc3f16d-c46b-440c-9859-10435aed5894,[Portal da Transparencia] Contratos  Empenhos-1753.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1712,https://dados.es.gov.br/dataset/ijsn-producao-industrial/resource/8b7ad333-a970-4d04-bf0a-f8d2a2c9bff6,[IJSN] Producao Industrial  Base de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
1713,https://dados.es.gov.br/dataset/arsp-legislacao/resource/3705490f-86a6-4513-997c-8090f9e77cf0,[ARSP] Regulacao dos servicos publicos de saneamento basico  ARSP/ Tarifa/ Saneamento Basico - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
1714,https://dados.es.gov.br/dataset/groups/informativos-sobre-farmacia,Farmacias Cidadas  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1715,https://dados.es.gov.br/dataset?res_format=PDF&organization=sefaz-secretaria-de-estado-da-fazenda,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1716,https://dados.es.gov.br/dataset/portal-da-transparencia-transferencias-para-municipios,[Portal da Transparencia] Transferencias para Municipios  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,1,0
1717,https://dados.es.gov.br/dataset?tags=Qualidade,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1718,https://dados.es.gov.br/dataset?_res_format_limit=0&_groups_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1719,https://dados.es.gov.br/dataset?license_id=cc-zero&organization=sep,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1720,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/6abebc48-1a52-40ec-858e-861ff0691501,[Portal da Transparencia] Patrimonio  MovimentacoesPatrimonios-1988.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1721,https://dados.es.gov.br/dataset?_groups_limit=0&page=3,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1722,https://dados.es.gov.br/dataset/activity/meio-de-hospedagem,Fluxo de Atividades - Prestadores de Servicos Turisticos - Meios de Hospedagem  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1723,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/44228863-bd21-4a13-bc58-1a712be5e8d4,[Portal da Transparencia] Pessoal  Remuneracoes-07_2019.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1724,https://dados.es.gov.br/dataset?res_format=CSV&groups=transportes-e-mobilidade,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1725,https://dados.es.gov.br/dataset?res_format=XLSX&tags=Desenvolvimento+Urbano+e+Regional,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1726,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/0bce288d-e1de-46eb-aa7f-49931054b10d,[Portal da Transparencia] Pessoal  Cartoes-2015.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1727,https://dados.es.gov.br/dataset?tags=pces&organization=policia-civil-es,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1728,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/aa434227-51a9-4601-ae06-b742754048de,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  RestosAPagar-2017.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1729,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/fcdbaa42-7208-4edb-9014-c19e864e690d,[Portal da Transparencia] Pessoal  Remuneracoes-09_2017.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1730,https://dados.es.gov.br/dataset/groups/portal-da-transparencia-bolsa-capixaba,[Portal da Transparencia] Bolsa Capixaba  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1731,https://dados.es.gov.br/dataset?tags=Sistema+de+Alerta&res_format=pagina+web,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,https://dados.es.gov.br/dataset/activity/portal-da-transparencia-convenios-do-estado,Fluxo de Atividades - [Portal da Transparencia] Convenios do Estado  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733,https://dados.es.gov.br/dataset?_tags_limit=0&page=3,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1734,https://dados.es.gov.br/dataset?groups=educacao&tags=Etapa,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1735,https://dados.es.gov.br/dataset/empresas/resource/80258ae8-6e15-41e8-8323-727c4fb35570,Empresas  Dicionario de Dados - Relatorio de Empresas Ativas.pdf - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
1736,https://dados.es.gov.br/dataset/activity/relatorio-de-monitoramento-metas-do-plano-plurianual,Fluxo de Atividades - Relatorio de Monitoramento Metas do Plano Plurianual  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1737,https://dados.es.gov.br/dataset?groups=educacao&tags=abandono,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1738,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/7ddc64cf-e2af-4d1f-87c0-45427bd5a8de,[Portal da Transparencia] Pessoal  Remuneracoes-02_2016.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1739,https://dados.es.gov.br/dataset?groups=desigualdade-social&_res_format_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1740,https://dados.es.gov.br/dataset/portal-da-transparencia-georreferenciamento/resource/3ac3deb5-0472-4367-8b29-cf5c7fa065c7,[Portal da Transparencia] Georreferenciamento  MapaObras-2022.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1741,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio,[Portal da Transparencia] Patrimonio  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,1,0
1742,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/b76d2e3d-98d0-4cda-a265-77f194046c59,[Portal da Transparencia] Pessoal  Remuneracoes-08_2012.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1743,https://dados.es.gov.br/dataset?_tags_limit=0&page=1,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1744,https://dados.es.gov.br/dataset/roubo-em-transporte-coletivo/resource/5981490a-4822-4a70-99cd-29e751cf766e,ROUBO EM TRANSPORTE COLETIVO - JAN E FEV 2023  ROUBO-EM-TRANSPORTE-COLETIVO-JAN-E-FEV-2023.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1745,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/6c0f83eb-da23-498c-9b51-ced911093159,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  OrcamentosExecucoes-2021.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1746,https://dados.es.gov.br/dataset?tags=Estrutura+Econ%C3%B4mica+Economia&groups=economia,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1747,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/1ac9e81e-2142-4b75-8694-ec48e8be2bfa,[Portal da Transparencia] Patrimonio  Patrimonios-1992.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1748,https://dados.es.gov.br/dataset?tags=Habita%C3%A7%C3%A3o,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1749,https://dados.es.gov.br/dataset/activity/transportadora-turistica,Fluxo de Atividades - Prestadores de Servicos Turisticos - Transportadoras Turisticas  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1750,https://dados.es.gov.br/dataset/procedimentos-instaurados-pela-pces-setembro-2023/resource/c35a8d5a-6bc2-4efa-91ea-b3d4eaaa5b70,PROCEDIMENTOS INSTAURADOS PELA PCES SETEMBRO 2023  Procedimentos_setembro 2023.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1751,https://dados.es.gov.br/group/saude,Saude - Grupos - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1752,https://dados.es.gov.br/dataset/obrigacoes/resource/7ca25b42-154b-475f-a8fc-71624ef3fc28,"[TCEES] Informacoes sobre remessas de dados (obrigacoes, consistencias e unidades gestoras)  Consistencias - DADOS ABERTOS",Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
1753,https://dados.es.gov.br/dataset?tags=prestadores+credenciados&groups=seguranca-publica,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1754,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/48f3fbcf-86db-4eb4-b6c2-de54081e9a2e,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  DiariasJetons-2014.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1755,https://dados.es.gov.br/dataset?groups=adm&res_format=XLSX,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1756,https://dados.es.gov.br/dataset/procedimentos-correcionais-2023/resource/edba5b84-1166-4d25-9733-5832af12a577,Procedimentos Correcionais 2023  Procedimentos_correcionais_2023.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1757,https://dados.es.gov.br/dataset/doencas-e-agravos-de-notificacao/resource/111d2317-815a-4ed7-a166-70d2d8ce5cfa,Doencas e Agravos de Notificacao  Toxoplasmose Congenita - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,0,0
1758,https://dados.es.gov.br/dataset?tags=Economia+Capixaba,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1759,https://dados.es.gov.br/dataset/observatorio-mulheres-lideranca-e-participacao-politica/resource/27a499bf-7c5b-4bdc-af09-74a1afcf3cce,Observatorio MulherES  UF_SAUDE_OBITOS_2011.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1760,https://dados.es.gov.br/dataset/portal-da-transparencia-cartao-de-suprimento-de-fundos/resource/d06fcfa8-4ffe-49e1-ae1a-6b469aa7ca2f,[Portal da Transparencia] Cartao de Suprimento de Fundos  Cartoes-2017.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1761,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/20f5efc9-28fb-48c6-9322-0daa3819aafc,[Portal da Transparencia] Pessoal  Remuneracoes-07_2010.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
1762,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/f2130f41-c197-4686-a879-3d0f9f86df5c,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  OrcamentosDespesa-2023.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
